date,table_name,has_pks,pk_duplicates
2024-09-17 10:37:04,h_facility,True,0.0
2024-09-17 10:37:04,h_facility_organization,True,2212.0
2024-09-17 10:37:05,h_facility_personnel,True,0.0
2024-09-17 10:37:06,h_facility_visit,True,0.0
2024-09-17 10:37:09,h_form,True,57.0
2024-09-17 10:37:09,h_lab,True,2.0
2024-09-17 10:37:15,h_labtest,True,4.0
2024-09-17 10:37:20,h_outbreak,True,0.0
2024-09-17 10:37:21,h_person,True,1.0
2024-09-17 10:37:24,h_person_condition,True,0.0
2024-09-17 10:37:30,h_person_occupation,True,0.0
2024-09-17 10:37:32,h_person_travel,True,0.0
2024-09-17 10:37:33,h_person_treatment,True,0.0
2024-09-17 10:37:34,h_question,True,0.0
2024-09-17 10:37:35,h_race,True,7.0
2024-09-17 10:37:35,h_school,True,0.0
2024-09-17 10:37:36,h_school_district,True,0.0
2024-09-17 10:37:37,h_tag,True,0.0
2024-09-17 10:37:38,h_treatment,True,0.0
2024-09-17 10:37:39,h_vaccination,True,164.0
2024-09-17 10:37:44,h_vaccine,True,0.0
2024-09-17 10:37:45,h_vaccine_code,True,18.0
2024-09-17 10:37:46,h_vaccine_inventory,True,0.0
2024-09-17 10:37:48,h_vaccine_order,True,0.0
2024-09-17 10:37:49,l_condition_outbreak,True,24.0
2024-09-17 10:37:50,l_facility_address,True,0.0
2024-09-17 10:37:50,l_facility_lab,True,18.0
2024-09-17 10:37:52,l_facility_organization_personnel,True,0.0
2024-09-17 10:37:53,l_lab_labtest,True,0.0
2024-09-17 10:37:55,l_person_address,True,0.0
2024-09-17 10:37:58,l_person_condition,True,0.0
2024-09-17 10:38:02,l_person_condition_exposure,True,0.0
2024-09-17 10:38:03,l_person_condition_facility_visit,True,20681.0
2024-09-17 10:38:04,l_person_condition_lab,True,0.0
2024-09-17 10:38:06,l_person_condition_outbreak,True,40.0
2024-09-17 10:38:07,l_person_condition_person_occupation,True,0.0
2024-09-17 10:38:09,l_person_condition_person_travel,True,0.0
2024-09-17 10:38:10,l_person_condition_person_treatment,True,0.0
2024-09-17 10:38:11,l_person_condition_tag,True,0.0
2024-09-17 10:38:12,l_person_condition_treatment,True,3.0
2024-09-17 10:38:13,l_person_form_question_response,True,0.0
2024-09-17 10:38:21,l_person_person_occupation,True,0.0
2024-09-17 10:38:23,l_person_race,True,0.0
2024-09-17 10:38:25,l_person_vaccination,True,0.0
2024-09-17 10:38:31,l_school_address,True,0.0
2024-09-17 10:38:32,l_school_district_address,True,0.0
2024-09-17 10:38:33,l_vaccination_facility,True,1.0
2024-09-17 10:38:42,s_address_main,True,30956.0
2024-09-17 10:38:44,s_address_other,True,30005.0
2024-09-17 10:38:50,s_answer,True,46.0
2024-09-17 10:38:58,s_condition_main,True,0.0
2024-09-17 10:38:59,s_exposure_main,True,0.0
2024-09-17 10:39:00,s_facility_clinic,True,0.0
2024-09-17 10:39:01,s_facility_clinic_personnel,True,6026.0
2024-09-17 10:39:02,s_facility_contact,True,0.0
2024-09-17 10:39:03,s_facility_main,True,3090.0
2024-09-17 10:39:04,s_facility_org_address,True,0.0
2024-09-17 10:39:05,s_facility_organization,True,348.0
2024-09-17 10:39:06,s_facility_personnel,True,0.0
2024-09-17 10:39:07,s_facility_personnel_address,True,0.0
2024-09-17 10:39:08,s_facility_visit,True,44.0
2024-09-17 10:39:10,s_form,True,0.0
2024-09-17 10:39:11,s_lab_labtest,True,0.0
2024-09-17 10:39:13,s_lab_main,True,33.0
2024-09-17 10:39:15,s_outbreak,True,0.0
2024-09-17 10:39:16,s_person_address,True,0.0
2024-09-17 10:39:20,s_person_alias,True,1.0
2024-09-17 10:39:22,s_person_clinic_program,True,0.0
2024-09-17 10:39:25,s_person_condition,True,0.0
2024-09-17 10:39:26,s_person_condition_workflow,True,0.0
2024-09-17 10:39:27,s_person_contact,True,1.0
2024-09-17 10:39:32,s_person_immigration,True,1.0
2024-09-17 10:39:34,s_person_occupation,True,57.0
2024-09-17 10:39:35,s_person_pregnant,True,0.0
2024-09-17 10:39:36,s_person_profile_main,True,0.0
2024-09-17 10:39:39,s_person_profile_other,True,0.0
2024-09-17 10:39:45,s_person_relationship,True,1.0
2024-09-17 10:39:49,s_person_travel,True,0.0
2024-09-17 10:39:50,s_person_treatment,True,3.0
2024-09-17 10:39:51,s_question,True,0.0
2024-09-17 10:39:52,s_race_main,True,0.0
2024-09-17 10:39:53,s_school_district,True,0.0
2024-09-17 10:39:54,s_school_main,True,19649.0
2024-09-17 10:39:55,s_tag_main,True,0.0
2024-09-17 10:39:56,s_treatment_main,True,0.0
2024-09-17 10:39:57,s_vaccination_adverse_reaction,True,0.0
2024-09-17 10:39:58,s_vaccination_main,True,0.0
2024-09-17 10:40:00,s_vaccination_other,True,0.0
2024-09-17 10:40:04,s_vaccine_code_main,True,0.0
2024-09-17 10:40:05,s_vaccine_inventory,True,0.0
2024-09-17 10:40:07,s_vaccine_main,True,536.0
2024-09-17 10:40:08,s_vaccine_order_line,True,0.0
2024-09-17 10:40:10,s_vaccine_order_main,True,0.0
2024-09-17 10:40:12,s_vaccine_return,True,0.0
2024-09-17 10:40:13,s_vaccine_transaction,True,0.0
